DepartmentID,DepartmentName,City,State,Country,Budget,ManagerID
MA-HU-94504,Management,Lucknow,Uttar Pradesh,India,375858,man-821244
IT-IT-76965,IT and Technology,Jaipur,Rajasthan,India,380522,man-182778
MA-CU-59825,Management,Mumbai,Maharashtra,India,423955,man-819988
IT-FR-12014,IT and Technology,Chennai,Tamil Nadu,India,306339,man-449263
IT-DA-81957,IT and Technology,Jaipur,Rajasthan,India,294383,man-956354
IT-DE-63101,IT and Technology,Nagpur,Maharashtra,India,425452,man-915476
MA-HU-69987,Management,Noida,Uttar Pradesh,India,235782,man-859981
IT-CL-69087,IT and Technology,Lucknow,Uttar Pradesh,India,384030,man-495100
IT-DE-91942,IT and Technology,Chandigarh,Chandigarh,India,445434,man-801804
MA-CU-57173,Management,Indore,Madhya Pradesh,India,460112,man-512058
IT-IT-22072,IT and Technology,Mumbai,Maharashtra,India,458966,man-364436
MA-OP-49465,Management,Coimbatore,Tamil Nadu,India,468927,man-426224
MA-HU-67554,Management,Chennai,Tamil Nadu,India,150037,man-392257
MA-PR-41581,Management,Chandigarh,Chandigarh,India,175816,man-233497
IT-DA-45309,IT and Technology,Mumbai,Maharashtra,India,316708,man-587332
IT-CY-77540,IT and Technology,Ahmedabad,Gujarat,India,237599,man-320586
MA-SA-12342,Management,Hyderabad,Telangana,India,390135,man-297639
MA-IT-48713,Management,Lucknow,Uttar Pradesh,India,476712,man-659589
IT-SO-30737,IT and Technology,Mumbai,Maharashtra,India,188442,man-187025
IT-SO-63197,IT and Technology,Lucknow,Uttar Pradesh,India,380946,man-719967
MA-MA-75859,Management,Lucknow,Uttar Pradesh,India,301638,man-600890
MA-MA-66680,Management,Lucknow,Uttar Pradesh,India,294220,man-987033
IT-NE-64247,IT and Technology,Ahmedabad,Gujarat,India,357427,man-148991
MA-HU-13823,Management,Gurgaon,Haryana,India,131888,man-956229
MA-OP-31301,Management,Gurgaon,Haryana,India,171907,man-793385
IT-CY-29696,IT and Technology,Ahmedabad,Gujarat,India,118498,man-580613
MA-HU-17546,Management,Kolkata,West Bengal,India,367570,man-381972
IT-CY-60951,IT and Technology,Ahmedabad,Gujarat,India,166588,man-705367
MA-MA-73555,Management,Delhi,Delhi,India,331684,man-326299
MA-PR-45747,Management,Chandigarh,Chandigarh,India,379039,man-577740
MA-CU-98905,Management,Bhopal,Madhya Pradesh,India,423880,man-121374
IT-IT-71228,IT and Technology,Jaipur,Rajasthan,India,374231,man-478354
IT-NE-70861,IT and Technology,Visakhapatnam,Andhra Pradesh,India,249422,man-915009
MA-GE-55706,Management,Kolkata,West Bengal,India,369618,man-538632
IT-NE-11710,IT and Technology,Bengaluru,Karnataka,India,322088,man-860375
MA-FI-55983,Management,Chennai,Tamil Nadu,India,286319,man-743748
MA-OP-96942,Management,Bengaluru,Karnataka,India,410170,man-929398
IT-DA-98322,IT and Technology,Noida,Uttar Pradesh,India,378196,man-628527
MA-GE-85457,Management,Mumbai,Maharashtra,India,422947,man-564780
MA-FI-47572,Management,Coimbatore,Tamil Nadu,India,160599,man-340417
IT-CL-70392,IT and Technology,Mumbai,Maharashtra,India,337027,man-954126
IT-SO-66377,IT and Technology,Bengaluru,Karnataka,India,391525,man-894282
MA-HU-76373,Management,Chennai,Tamil Nadu,India,304321,man-913956
IT-CY-61504,IT and Technology,Bhopal,Madhya Pradesh,India,446549,man-257401
IT-IT-43996,IT and Technology,Lucknow,Uttar Pradesh,India,134088,man-209378
IT-NE-34140,IT and Technology,Kolkata,West Bengal,India,454370,man-670792
IT-DE-71689,IT and Technology,Coimbatore,Tamil Nadu,India,489547,man-771191
IT-CL-22421,IT and Technology,Chandigarh,Chandigarh,India,425039,man-419614
IT-CL-58648,IT and Technology,Ahmedabad,Gujarat,India,413822,man-687637
IT-SO-72035,IT and Technology,Coimbatore,Tamil Nadu,India,233462,man-266768
IT-CL-37229,IT and Technology,Indore,Madhya Pradesh,India,460223,man-633563
MA-PR-32761,Management,Kolkata,West Bengal,India,357841,man-335146
MA-IT-29789,Management,Noida,Uttar Pradesh,India,295939,man-261848
IT-DA-96090,IT and Technology,Kolkata,West Bengal,India,177613,man-270752
MA-CU-85680,Management,Chandigarh,Chandigarh,India,294288,man-823744
IT-DA-93795,IT and Technology,Gurgaon,Haryana,India,381879,man-220374
MA-OP-92779,Management,Gurgaon,Haryana,India,464817,man-834691
MA-FI-18342,Management,Visakhapatnam,Andhra Pradesh,India,196030,man-605628
MA-MA-92084,Management,Kolkata,West Bengal,India,152873,man-396773
IT-IT-63244,IT and Technology,Bhopal,Madhya Pradesh,India,179018,man-358600
MA-OP-39640,Management,Kolkata,West Bengal,India,359033,man-236973
IT-DA-83531,IT and Technology,Ahmedabad,Gujarat,India,253996,man-408061
MA-IT-96528,Management,Bhopal,Madhya Pradesh,India,434278,man-366910
MA-CU-24057,Management,Gurgaon,Haryana,India,194789,man-732377
MA-FI-34157,Management,Nagpur,Maharashtra,India,173843,man-859354
IT-IT-29840,IT and Technology,Chennai,Tamil Nadu,India,441230,man-221997
MA-HU-49771,Management,Kolkata,West Bengal,India,488950,man-740636
IT-CL-62741,IT and Technology,Gurgaon,Haryana,India,332855,man-172798
IT-DA-90989,IT and Technology,Vadodara,Gujarat,India,308476,man-595640
IT-CL-79427,IT and Technology,Mumbai,Maharashtra,India,288100,man-357017
MA-CU-17518,Management,Indore,Madhya Pradesh,India,479688,man-702363
MA-HU-52158,Management,Chennai,Tamil Nadu,India,264184,man-208068
MA-PR-79501,Management,Indore,Madhya Pradesh,India,435431,man-364921
MA-CU-13442,Management,Nagpur,Maharashtra,India,492420,man-608846
IT-SO-88131,IT and Technology,Bhopal,Madhya Pradesh,India,210365,man-822568
IT-DA-15548,IT and Technology,Bengaluru,Karnataka,India,492217,man-347304
IT-CL-33735,IT and Technology,Noida,Uttar Pradesh,India,467919,man-765361
MA-CU-16099,Management,Coimbatore,Tamil Nadu,India,439738,man-807017
MA-PR-62050,Management,Pune,Maharashtra,India,405019,man-934630
IT-CY-18605,IT and Technology,Kolkata,West Bengal,India,296612,man-136366
MA-PR-17206,Management,Gurgaon,Haryana,India,180794,man-161887
IT-CL-14750,IT and Technology,Hyderabad,Telangana,India,230379,man-566690
MA-SA-49224,Management,Mumbai,Maharashtra,India,107434,man-640795
MA-IT-85898,Management,Chandigarh,Chandigarh,India,450104,man-414428
MA-FI-19666,Management,Lucknow,Uttar Pradesh,India,190367,man-639240
IT-DA-32427,IT and Technology,Nagpur,Maharashtra,India,417492,man-945523
IT-FR-30894,IT and Technology,Delhi,Delhi,India,468409,man-941209
IT-SO-24030,IT and Technology,Bhopal,Madhya Pradesh,India,337281,man-105947
MA-OP-30358,Management,Lucknow,Uttar Pradesh,India,460425,man-854991
MA-FI-71216,Management,Gurgaon,Haryana,India,309867,man-527686
IT-DA-19012,IT and Technology,Jaipur,Rajasthan,India,282327,man-724878
MA-PR-22515,Management,Mumbai,Maharashtra,India,217967,man-486254
IT-SO-17179,IT and Technology,Indore,Madhya Pradesh,India,341711,man-882008
MA-HU-34749,Management,Pune,Maharashtra,India,199677,man-721833
IT-CY-51323,IT and Technology,Lucknow,Uttar Pradesh,India,445815,man-922808
IT-CY-43575,IT and Technology,Noida,Uttar Pradesh,India,293211,man-626341
IT-CL-35413,IT and Technology,Pune,Maharashtra,India,484857,man-862069
IT-SO-19200,IT and Technology,Chennai,Tamil Nadu,India,192243,man-256385
MA-PR-28029,Management,Ahmedabad,Gujarat,India,317479,man-520697
IT-FR-16278,IT and Technology,Kochi,Kerala,India,266487,man-751278
IT-SY-41477,IT and Technology,Vadodara,Gujarat,India,164218,man-547423
MA-SA-92330,Management,Pune,Maharashtra,India,193770,man-889737
MA-MA-90410,Management,Bhopal,Madhya Pradesh,India,324258,man-779863
IT-FR-41756,IT and Technology,Pune,Maharashtra,India,371166,man-384673
IT-CL-42158,IT and Technology,Jaipur,Rajasthan,India,102912,man-808810
IT-SO-89479,IT and Technology,Noida,Uttar Pradesh,India,242614,man-971429
MA-GE-84814,Management,Indore,Madhya Pradesh,India,276404,man-648262
IT-CY-91905,IT and Technology,Jaipur,Rajasthan,India,483318,man-631124
IT-DE-83290,IT and Technology,Chandigarh,Chandigarh,India,322532,man-731597
MA-IT-59055,Management,Chandigarh,Chandigarh,India,352927,man-225230
MA-MA-35118,Management,Bhopal,Madhya Pradesh,India,254366,man-600964
IT-IT-85722,IT and Technology,Kochi,Kerala,India,242701,man-861056
MA-OP-45538,Management,Delhi,Delhi,India,494023,man-274955
MA-HU-33245,Management,Delhi,Delhi,India,379639,man-958448
IT-NE-13676,IT and Technology,Chandigarh,Chandigarh,India,344490,man-896213
IT-NE-26397,IT and Technology,Kolkata,West Bengal,India,414778,man-206610
MA-PR-88630,Management,Nagpur,Maharashtra,India,333408,man-907399
MA-OP-36611,Management,Noida,Uttar Pradesh,India,152624,man-352285
MA-SA-27297,Management,Bengaluru,Karnataka,India,115679,man-514875
MA-SA-29040,Management,Vadodara,Gujarat,India,369323,man-329127
MA-FI-52378,Management,Coimbatore,Tamil Nadu,India,476539,man-895362
MA-GE-90128,Management,Indore,Madhya Pradesh,India,274958,man-288182
MA-GE-10458,Management,Coimbatore,Tamil Nadu,India,272654,man-874807
MA-PR-90397,Management,Chennai,Tamil Nadu,India,451404,man-705414
IT-IT-66040,IT and Technology,Delhi,Delhi,India,473108,man-616689
IT-DA-82612,IT and Technology,Mumbai,Maharashtra,India,233175,man-275071
MA-FI-87544,Management,Chandigarh,Chandigarh,India,223893,man-847767
MA-CU-76220,Management,Chennai,Tamil Nadu,India,382296,man-908509
MA-SA-61244,Management,Nagpur,Maharashtra,India,129623,man-402883
IT-CL-37650,IT and Technology,Chennai,Tamil Nadu,India,485232,man-151656
IT-NE-37269,IT and Technology,Mumbai,Maharashtra,India,105685,man-972486
MA-PR-47592,Management,Delhi,Delhi,India,248652,man-800736
IT-NE-28806,IT and Technology,Gurgaon,Haryana,India,122084,man-726229
IT-FR-81358,IT and Technology,Kolkata,West Bengal,India,231940,man-890921
MA-IT-38242,Management,Ahmedabad,Gujarat,India,425055,man-190136
MA-IT-83067,Management,Jaipur,Rajasthan,India,103106,man-356753
IT-NE-20276,IT and Technology,Chandigarh,Chandigarh,India,495213,man-545006
MA-PR-68801,Management,Bhopal,Madhya Pradesh,India,428102,man-913846
IT-DA-10098,IT and Technology,Delhi,Delhi,India,298560,man-187258
IT-FR-47465,IT and Technology,Nagpur,Maharashtra,India,382334,man-574983
IT-CL-83644,IT and Technology,Gurgaon,Haryana,India,258903,man-444982
IT-CY-75734,IT and Technology,Lucknow,Uttar Pradesh,India,148271,man-311858
IT-NE-26881,IT and Technology,Indore,Madhya Pradesh,India,129874,man-638909
MA-FI-49268,Management,Jaipur,Rajasthan,India,155218,man-305816
IT-CY-56349,IT and Technology,Hyderabad,Telangana,India,320139,man-589863
MA-GE-47919,Management,Pune,Maharashtra,India,380574,man-189965
MA-SA-93926,Management,Chandigarh,Chandigarh,India,173105,man-652256
IT-SO-72613,IT and Technology,Chennai,Tamil Nadu,India,333472,man-616447
MA-CU-49257,Management,Indore,Madhya Pradesh,India,293879,man-753154
MA-OP-83543,Management,Mumbai,Maharashtra,India,458537,man-536716
IT-DA-44304,IT and Technology,Bengaluru,Karnataka,India,321297,man-963184
MA-GE-90970,Management,Coimbatore,Tamil Nadu,India,185731,man-130025
MA-PR-38949,Management,Noida,Uttar Pradesh,India,152057,man-579483
MA-OP-60430,Management,Pune,Maharashtra,India,327548,man-376428
IT-DE-27227,IT and Technology,Jaipur,Rajasthan,India,136116,man-979778
MA-PR-29407,Management,Chennai,Tamil Nadu,India,161178,man-199414
IT-DE-24396,IT and Technology,Mumbai,Maharashtra,India,165329,man-765021
IT-DE-16198,IT and Technology,Chennai,Tamil Nadu,India,424572,man-213528
IT-CY-48447,IT and Technology,Coimbatore,Tamil Nadu,India,124483,man-680321
IT-CY-46991,IT and Technology,Indore,Madhya Pradesh,India,334079,man-391177
MA-FI-35647,Management,Noida,Uttar Pradesh,India,389753,man-898277
IT-CY-20026,IT and Technology,Gurgaon,Haryana,India,365886,man-531575
IT-CL-32139,IT and Technology,Indore,Madhya Pradesh,India,170086,man-602793
MA-SA-50010,Management,Bhopal,Madhya Pradesh,India,445723,man-371677
IT-SO-46893,IT and Technology,Gurgaon,Haryana,India,433409,man-414020
MA-SA-24894,Management,Bengaluru,Karnataka,India,264416,man-307806
IT-DA-63599,IT and Technology,Bengaluru,Karnataka,India,494664,man-103799
IT-SY-90503,IT and Technology,Kolkata,West Bengal,India,427967,man-585037
MA-IT-59165,Management,Mumbai,Maharashtra,India,428374,man-184577
MA-GE-62551,Management,Bhopal,Madhya Pradesh,India,205221,man-481991
MA-GE-18836,Management,Vadodara,Gujarat,India,371211,man-666325
MA-PR-17708,Management,Vadodara,Gujarat,India,315666,man-353076
MA-CU-80505,Management,Pune,Maharashtra,India,306887,man-182307
MA-CU-62981,Management,Kolkata,West Bengal,India,478112,man-501416
MA-PR-39243,Management,Nagpur,Maharashtra,India,293384,man-144305
MA-FI-37203,Management,Hyderabad,Telangana,India,185904,man-349433
IT-IT-59684,IT and Technology,Jaipur,Rajasthan,India,434601,man-371493
IT-DE-93003,IT and Technology,Jaipur,Rajasthan,India,463393,man-946576
IT-NE-29605,IT and Technology,Bengaluru,Karnataka,India,465776,man-489382
IT-FR-81005,IT and Technology,Bhopal,Madhya Pradesh,India,440551,man-630849
MA-HU-59710,Management,Bengaluru,Karnataka,India,156256,man-459779
IT-CY-57030,IT and Technology,Bengaluru,Karnataka,India,436523,man-902575
IT-DA-83082,IT and Technology,Ahmedabad,Gujarat,India,448322,man-120946
IT-DA-72223,IT and Technology,Vadodara,Gujarat,India,493603,man-336690
MA-PR-67028,Management,Noida,Uttar Pradesh,India,300061,man-413308
MA-PR-98296,Management,Chennai,Tamil Nadu,India,317610,man-419305
MA-FI-43855,Management,Noida,Uttar Pradesh,India,494546,man-917475
IT-DA-30551,IT and Technology,Hyderabad,Telangana,India,347322,man-760788
MA-GE-20700,Management,Hyderabad,Telangana,India,251501,man-300409
MA-HU-14201,Management,Kolkata,West Bengal,India,186577,man-756670
MA-PR-56383,Management,Kochi,Kerala,India,113890,man-844523
IT-IT-20343,IT and Technology,Coimbatore,Tamil Nadu,India,385032,man-690560
MA-PR-30452,Management,Chandigarh,Chandigarh,India,457390,man-648968
MA-SA-24911,Management,Mumbai,Maharashtra,India,118496,man-462127
IT-DE-60342,IT and Technology,Coimbatore,Tamil Nadu,India,340245,man-632000
IT-CY-71257,IT and Technology,Bengaluru,Karnataka,India,160342,man-400679
MA-MA-80118,Management,Chandigarh,Chandigarh,India,444817,man-913112
MA-PR-28960,Management,Noida,Uttar Pradesh,India,218213,man-657232
IT-DA-79603,IT and Technology,Noida,Uttar Pradesh,India,423624,man-691888
MA-GE-63399,Management,Indore,Madhya Pradesh,India,325077,man-970872
MA-OP-66118,Management,Kochi,Kerala,India,308592,man-174488
MA-SA-83163,Management,Ahmedabad,Gujarat,India,146484,man-414009
MA-PR-12675,Management,Ahmedabad,Gujarat,India,326623,man-945017
MA-CU-37688,Management,Hyderabad,Telangana,India,466023,man-462743
MA-FI-41728,Management,Bhopal,Madhya Pradesh,India,251683,man-170873
IT-SY-60642,IT and Technology,Jaipur,Rajasthan,India,383785,man-688313
MA-CU-66263,Management,Noida,Uttar Pradesh,India,285027,man-581243
MA-PR-11224,Management,Jaipur,Rajasthan,India,262252,man-579252
MA-SA-37726,Management,Ahmedabad,Gujarat,India,115835,man-609148
IT-CL-56579,IT and Technology,Chennai,Tamil Nadu,India,337159,man-970405
MA-GE-26073,Management,Visakhapatnam,Andhra Pradesh,India,183475,man-282877
MA-OP-64353,Management,Kolkata,West Bengal,India,214389,man-191444
MA-SA-87661,Management,Kochi,Kerala,India,403497,man-901597
MA-FI-15170,Management,Visakhapatnam,Andhra Pradesh,India,453570,man-935206
MA-CU-50837,Management,Chandigarh,Chandigarh,India,257522,man-986964
MA-IT-82762,Management,Bhopal,Madhya Pradesh,India,328038,man-542314
IT-DE-53212,IT and Technology,Jaipur,Rajasthan,India,224030,man-686577
MA-FI-24980,Management,Chandigarh,Chandigarh,India,119083,man-628562
IT-NE-90048,IT and Technology,Coimbatore,Tamil Nadu,India,227815,man-204533
IT-DA-22532,IT and Technology,Indore,Madhya Pradesh,India,172063,man-308927
IT-CY-22610,IT and Technology,Mumbai,Maharashtra,India,355732,man-158260
MA-PR-41351,Management,Lucknow,Uttar Pradesh,India,436038,man-343882
MA-OP-23252,Management,Lucknow,Uttar Pradesh,India,265058,man-916931
IT-DE-83699,IT and Technology,Indore,Madhya Pradesh,India,285432,man-473587
MA-OP-94213,Management,Gurgaon,Haryana,India,178509,man-433881
MA-PR-94646,Management,Nagpur,Maharashtra,India,182383,man-380228
IT-DE-95319,IT and Technology,Kochi,Kerala,India,163429,man-463538
IT-CY-11541,IT and Technology,Bengaluru,Karnataka,India,213650,man-314306
MA-SA-17192,Management,Noida,Uttar Pradesh,India,361843,man-975608
IT-FR-95030,IT and Technology,Coimbatore,Tamil Nadu,India,409946,man-668875
IT-DE-42331,IT and Technology,Bengaluru,Karnataka,India,367605,man-863388
MA-CU-41565,Management,Coimbatore,Tamil Nadu,India,167133,man-132357
MA-FI-51229,Management,Noida,Uttar Pradesh,India,176663,man-348720
IT-IT-50080,IT and Technology,Kolkata,West Bengal,India,211404,man-934280
IT-DE-18753,IT and Technology,Mumbai,Maharashtra,India,302355,man-900805
IT-SO-32645,IT and Technology,Delhi,Delhi,India,450803,man-707342
MA-GE-54340,Management,Vadodara,Gujarat,India,414249,man-953007
IT-NE-37567,IT and Technology,Nagpur,Maharashtra,India,159161,man-711614
MA-CU-65769,Management,Bengaluru,Karnataka,India,128687,man-235296
IT-FR-98289,IT and Technology,Pune,Maharashtra,India,316192,man-688140
MA-PR-79101,Management,Pune,Maharashtra,India,339302,man-664982
MA-OP-93949,Management,Jaipur,Rajasthan,India,127879,man-908204
MA-PR-43438,Management,Nagpur,Maharashtra,India,466578,man-254296
MA-FI-67448,Management,Indore,Madhya Pradesh,India,481911,man-400737
MA-OP-90340,Management,Delhi,Delhi,India,279190,man-785740
IT-NE-73813,IT and Technology,Visakhapatnam,Andhra Pradesh,India,433934,man-423346
MA-MA-32280,Management,Delhi,Delhi,India,441890,man-583017
IT-IT-61576,IT and Technology,Chandigarh,Chandigarh,India,387138,man-304611
IT-CY-94196,IT and Technology,Coimbatore,Tamil Nadu,India,361509,man-911138
MA-PR-60877,Management,Noida,Uttar Pradesh,India,229749,man-658323
MA-SA-93649,Management,Vadodara,Gujarat,India,264546,man-187028
MA-PR-39236,Management,Bengaluru,Karnataka,India,476310,man-942403
MA-PR-99675,Management,Lucknow,Uttar Pradesh,India,288155,man-775129
MA-GE-49856,Management,Lucknow,Uttar Pradesh,India,387558,man-985185
IT-DA-87605,IT and Technology,Chandigarh,Chandigarh,India,408701,man-400671
MA-IT-35346,Management,Visakhapatnam,Andhra Pradesh,India,476948,man-561786
IT-DA-19232,IT and Technology,Mumbai,Maharashtra,India,425668,man-133647
MA-GE-27613,Management,Lucknow,Uttar Pradesh,India,443355,man-914742
MA-IT-89183,Management,Coimbatore,Tamil Nadu,India,139329,man-129679
MA-SA-24561,Management,Hyderabad,Telangana,India,413978,man-246265
IT-CL-51398,IT and Technology,Visakhapatnam,Andhra Pradesh,India,316080,man-291823
IT-IT-67887,IT and Technology,Chandigarh,Chandigarh,India,370053,man-481225
IT-DA-36871,IT and Technology,Nagpur,Maharashtra,India,199304,man-810311
IT-NE-19872,IT and Technology,Coimbatore,Tamil Nadu,India,450209,man-839923
IT-FR-58914,IT and Technology,Lucknow,Uttar Pradesh,India,259295,man-805386
IT-DE-24679,IT and Technology,Bhopal,Madhya Pradesh,India,192508,man-137926
MA-IT-24734,Management,Lucknow,Uttar Pradesh,India,111036,man-419227
IT-SY-34677,IT and Technology,Nagpur,Maharashtra,India,376596,man-886076
IT-CY-75604,IT and Technology,Pune,Maharashtra,India,199963,man-518854
IT-DA-39985,IT and Technology,Hyderabad,Telangana,India,430159,man-921496
IT-CL-82594,IT and Technology,Gurgaon,Haryana,India,343731,man-484543
MA-IT-61089,Management,Delhi,Delhi,India,112544,man-251709
MA-PR-80281,Management,Kochi,Kerala,India,120034,man-846873
IT-CY-66957,IT and Technology,Chandigarh,Chandigarh,India,207586,man-511505
MA-MA-91146,Management,Ahmedabad,Gujarat,India,289069,man-869200
MA-IT-82818,Management,Coimbatore,Tamil Nadu,India,441455,man-925402
MA-OP-72208,Management,Chandigarh,Chandigarh,India,199447,man-440018
IT-FR-41359,IT and Technology,Hyderabad,Telangana,India,180080,man-408075
IT-DA-65295,IT and Technology,Delhi,Delhi,India,197396,man-459297
MA-PR-55206,Management,Pune,Maharashtra,India,253856,man-655602
MA-PR-18506,Management,Coimbatore,Tamil Nadu,India,233502,man-323410
IT-SY-99674,IT and Technology,Coimbatore,Tamil Nadu,India,359985,man-164078
MA-HU-62697,Management,Delhi,Delhi,India,347461,man-497557
MA-SA-28334,Management,Hyderabad,Telangana,India,443365,man-526862
MA-FI-93183,Management,Bengaluru,Karnataka,India,206551,man-318690
IT-SY-54454,IT and Technology,Indore,Madhya Pradesh,India,248265,man-214145
IT-IT-93641,IT and Technology,Indore,Madhya Pradesh,India,237434,man-449185
IT-SY-14405,IT and Technology,Noida,Uttar Pradesh,India,461646,man-574625
MA-CU-26511,Management,Chennai,Tamil Nadu,India,255890,man-341881
MA-SA-16110,Management,Coimbatore,Tamil Nadu,India,119177,man-426881
IT-DA-24903,IT and Technology,Mumbai,Maharashtra,India,157295,man-359875
MA-OP-41476,Management,Noida,Uttar Pradesh,India,396825,man-700786
MA-GE-62574,Management,Bhopal,Madhya Pradesh,India,184234,man-520473
IT-SY-50168,IT and Technology,Chennai,Tamil Nadu,India,456085,man-470740
IT-CL-41921,IT and Technology,Delhi,Delhi,India,331421,man-925366
IT-SY-65318,IT and Technology,Hyderabad,Telangana,India,303652,man-660145
IT-DA-18983,IT and Technology,Kolkata,West Bengal,India,443628,man-305075
MA-PR-45443,Management,Pune,Maharashtra,India,305600,man-215283
IT-DA-44906,IT and Technology,Noida,Uttar Pradesh,India,174299,man-477508
MA-IT-42916,Management,Noida,Uttar Pradesh,India,446118,man-968143
MA-GE-73249,Management,Pune,Maharashtra,India,142817,man-999287
IT-DA-89436,IT and Technology,Chennai,Tamil Nadu,India,388046,man-597105
MA-FI-95339,Management,Coimbatore,Tamil Nadu,India,313262,man-673838
MA-PR-29760,Management,Lucknow,Uttar Pradesh,India,168717,man-769586
IT-DA-23164,IT and Technology,Indore,Madhya Pradesh,India,136848,man-128807
IT-SY-93405,IT and Technology,Bhopal,Madhya Pradesh,India,397148,man-690289
MA-CU-74536,Management,Pune,Maharashtra,India,347030,man-201470
IT-CL-72930,IT and Technology,Chennai,Tamil Nadu,India,354298,man-568301
MA-IT-92508,Management,Pune,Maharashtra,India,138256,man-930169
MA-IT-58465,Management,Kolkata,West Bengal,India,360778,man-941503
MA-OP-47485,Management,Kolkata,West Bengal,India,129847,man-709888
IT-FR-28668,IT and Technology,Kolkata,West Bengal,India,354336,man-225001
IT-DE-72914,IT and Technology,Jaipur,Rajasthan,India,380874,man-752635
IT-DA-49371,IT and Technology,Hyderabad,Telangana,India,242346,man-130772
IT-NE-97060,IT and Technology,Coimbatore,Tamil Nadu,India,284294,man-349239
IT-IT-35559,IT and Technology,Jaipur,Rajasthan,India,364032,man-970425
MA-CU-13152,Management,Hyderabad,Telangana,India,229599,man-770705
IT-DA-37698,IT and Technology,Bhopal,Madhya Pradesh,India,394505,man-213429
IT-SY-52389,IT and Technology,Chandigarh,Chandigarh,India,266398,man-280085
MA-OP-30417,Management,Pune,Maharashtra,India,217950,man-880843
IT-CL-41387,IT and Technology,Hyderabad,Telangana,India,147474,man-708629
MA-SA-42436,Management,Hyderabad,Telangana,India,192496,man-507278
IT-FR-58698,IT and Technology,Pune,Maharashtra,India,469015,man-681305
IT-IT-52959,IT and Technology,Pune,Maharashtra,India,102911,man-831026
IT-DE-62965,IT and Technology,Ahmedabad,Gujarat,India,440020,man-522110
IT-CY-60514,IT and Technology,Mumbai,Maharashtra,India,310948,man-256119
MA-HU-72110,Management,Chandigarh,Chandigarh,India,236910,man-543935
IT-CL-33860,IT and Technology,Vadodara,Gujarat,India,166630,man-289894
MA-IT-94519,Management,Mumbai,Maharashtra,India,238847,man-410963
IT-DA-33795,IT and Technology,Mumbai,Maharashtra,India,328970,man-865112
IT-CL-69412,IT and Technology,Indore,Madhya Pradesh,India,220810,man-579746
MA-MA-10575,Management,Ahmedabad,Gujarat,India,218024,man-593376
MA-MA-91035,Management,Visakhapatnam,Andhra Pradesh,India,279893,man-823683
IT-DE-14447,IT and Technology,Lucknow,Uttar Pradesh,India,472046,man-161441
IT-NE-35025,IT and Technology,Hyderabad,Telangana,India,147528,man-874524
IT-CY-67050,IT and Technology,Bhopal,Madhya Pradesh,India,107934,man-738108
IT-IT-53435,IT and Technology,Mumbai,Maharashtra,India,159106,man-727225
IT-DA-58805,IT and Technology,Chandigarh,Chandigarh,India,102866,man-765121
MA-PR-80119,Management,Bhopal,Madhya Pradesh,India,306978,man-851027
IT-FR-52935,IT and Technology,Mumbai,Maharashtra,India,357086,man-775277
IT-CY-25889,IT and Technology,Gurgaon,Haryana,India,483390,man-314460
IT-NE-49629,IT and Technology,Hyderabad,Telangana,India,259211,man-930920
MA-PR-94205,Management,Indore,Madhya Pradesh,India,341060,man-668827
IT-CL-34297,IT and Technology,Ahmedabad,Gujarat,India,108283,man-735323
IT-DA-93364,IT and Technology,Indore,Madhya Pradesh,India,369221,man-217289
MA-PR-81140,Management,Lucknow,Uttar Pradesh,India,497974,man-858801
IT-CL-72469,IT and Technology,Gurgaon,Haryana,India,430497,man-477734
MA-PR-68160,Management,Bengaluru,Karnataka,India,167718,man-206464
IT-CY-16472,IT and Technology,Pune,Maharashtra,India,268413,man-396262
MA-OP-34157,Management,Kochi,Kerala,India,457655,man-602002
MA-PR-39989,Management,Nagpur,Maharashtra,India,217642,man-913470
IT-FR-39753,IT and Technology,Coimbatore,Tamil Nadu,India,388371,man-190606
IT-DA-66362,IT and Technology,Gurgaon,Haryana,India,433400,man-522182
IT-CY-24559,IT and Technology,Ahmedabad,Gujarat,India,286303,man-381841
IT-IT-89082,IT and Technology,Jaipur,Rajasthan,India,378803,man-507935
IT-DA-65948,IT and Technology,Noida,Uttar Pradesh,India,142796,man-522000
IT-DA-36198,IT and Technology,Lucknow,Uttar Pradesh,India,222253,man-727223
MA-SA-48110,Management,Kolkata,West Bengal,India,249097,man-437832
IT-NE-78420,IT and Technology,Jaipur,Rajasthan,India,240429,man-618003
IT-CL-57239,IT and Technology,Noida,Uttar Pradesh,India,421661,man-445746
MA-CU-91423,Management,Noida,Uttar Pradesh,India,325867,man-714245
MA-OP-19935,Management,Lucknow,Uttar Pradesh,India,218401,man-333247
IT-SY-68660,IT and Technology,Visakhapatnam,Andhra Pradesh,India,349710,man-113411
MA-CU-53540,Management,Delhi,Delhi,India,296789,man-818936
MA-PR-85779,Management,Bhopal,Madhya Pradesh,India,132100,man-852624
IT-SO-24325,IT and Technology,Noida,Uttar Pradesh,India,299245,man-717422
IT-FR-42234,IT and Technology,Gurgaon,Haryana,India,375477,man-738870
IT-SO-97918,IT and Technology,Nagpur,Maharashtra,India,399607,man-942013
IT-DA-46525,IT and Technology,Lucknow,Uttar Pradesh,India,171425,man-312838
MA-SA-21932,Management,Kochi,Kerala,India,297634,man-525254
IT-IT-60109,IT and Technology,Nagpur,Maharashtra,India,499656,man-143585
MA-PR-66567,Management,Pune,Maharashtra,India,278903,man-282155
