EmployeeID,Salary,EffectiveDate,Bonus,SalaryType,PayFrequency,Currency,AdjustmentReason,PreviousSalary
SY-2013-1440,1776211,2023-12-14,641166,Base,Annually,INR,Cost of Living Adjustment,472072
FI-2021-8314,734849,2024-05-02,157409,Base,Monthly,INR,Cost of Living Adjustment,659080
NE-2021-6407,1637808,2024-08-03,165993,Commission,Monthly,INR,Promotion,309493
DA-2012-2182,1766766,2023-10-10,573667,Base,Monthly,INR,Cost of Living Adjustment,341752
DE-2014-2590,345004,2023-09-16,9779,Commission,Monthly,INR,Performance Bonus,71576
SY-2011-9972,88474,2023-11-03,25939,Commission,Monthly,INR,Promotion,71733
MA-2015-8596,102132,2024-07-11,21483,Base,Annually,INR,Promotion,57850
DE-2023-1322,997752,2023-09-05,239336,Commission,Monthly,INR,Cost of Living Adjustment,290885
FI-2012-2102,1865817,2024-03-29,92391,Base,Monthly,INR,Promotion,939259
CL-2021-2591,548815,2023-11-11,207546,Base,Annually,INR,Performance Bonus,496168
DE-2014-5821,240365,2024-01-27,95614,Base,Monthly,INR,Promotion,155090
SA-2020-6035,415232,2023-11-24,87381,Commission,Annually,INR,Performance Bonus,146761
SO-2010-2308,1759552,2024-01-08,602469,Base,Monthly,INR,Performance Bonus,540716
SA-2018-1836,609080,2024-08-02,99521,Commission,Annually,INR,Performance Bonus,79955
IT-2010-5942,472129,2024-02-26,139796,Commission,Annually,INR,Promotion,262038
SO-2010-9638,1157774,2024-04-03,251361,Base,Annually,INR,Performance Bonus,185959
SA-2019-6988,778921,2023-11-07,225877,Commission,Monthly,INR,Performance Bonus,108149
DA-2023-8460,661497,2024-03-26,38673,Base,Monthly,INR,Performance Bonus,81705
PR-2015-1155,1960029,2024-06-07,695787,Base,Annually,INR,Performance Bonus,1771276
PR-2012-9415,288539,2023-12-23,58911,Commission,Annually,INR,Performance Bonus,137195
SO-2015-5017,1952207,2024-07-10,532015,Base,Annually,INR,Cost of Living Adjustment,569655
DA-2013-2172,662550,2024-06-23,222418,Base,Monthly,INR,Cost of Living Adjustment,42392
CY-2018-6535,962517,2023-10-24,209347,Commission,Annually,INR,Promotion,365583
SA-2021-6992,1948823,2023-12-18,198123,Base,Annually,INR,Cost of Living Adjustment,1516168
FR-2013-9082,1107573,2023-09-29,213800,Base,Annually,INR,Promotion,347464
SY-2015-8187,445861,2023-12-18,65978,Commission,Monthly,INR,Performance Bonus,82710
HU-2010-4851,614273,2023-08-29,125941,Commission,Monthly,INR,Cost of Living Adjustment,132674
FR-2020-7630,390752,2024-06-23,10967,Commission,Monthly,INR,Promotion,26340
DE-2021-2545,1603381,2024-06-07,275553,Base,Monthly,INR,Cost of Living Adjustment,804286
DA-2019-3798,314702,2023-11-20,55118,Base,Annually,INR,Promotion,27695
CL-2020-9766,422649,2023-09-05,77887,Base,Monthly,INR,Performance Bonus,322675
SA-2012-6669,795219,2024-02-24,98715,Commission,Monthly,INR,Cost of Living Adjustment,203621
CL-2021-5256,1880864,2024-01-11,717662,Base,Annually,INR,Performance Bonus,340001
SO-2018-5449,283357,2023-11-11,42778,Commission,Monthly,INR,Cost of Living Adjustment,29570
OP-2011-1121,367012,2024-02-29,29589,Base,Monthly,INR,Performance Bonus,304729
OP-2016-7936,1016385,2023-09-23,111101,Base,Annually,INR,Performance Bonus,822602
CL-2014-3285,1586820,2024-06-30,111379,Commission,Monthly,INR,Performance Bonus,669442
SY-2014-5236,454359,2023-08-12,116723,Base,Annually,INR,Performance Bonus,90345
SA-2023-2995,264170,2023-11-05,103651,Commission,Monthly,INR,Performance Bonus,155632
FI-2019-1760,946762,2024-05-05,12250,Base,Annually,INR,Performance Bonus,113607
PR-2010-8273,1690965,2024-01-12,288600,Base,Annually,INR,Cost of Living Adjustment,1265597
FI-2023-2596,1825687,2024-02-21,109606,Base,Annually,INR,Promotion,94806
CY-2019-6635,1859157,2023-12-05,224227,Commission,Monthly,INR,Promotion,1599709
SY-2014-9411,101959,2023-12-21,38595,Commission,Annually,INR,Performance Bonus,37544
FI-2014-7310,1374253,2024-02-29,507814,Base,Monthly,INR,Cost of Living Adjustment,382853
HU-2009-2863,386420,2023-08-15,40825,Base,Annually,INR,Cost of Living Adjustment,120727
IT-2010-1789,1974059,2023-11-28,784045,Commission,Monthly,INR,Promotion,835389
PR-2017-1971,814411,2024-03-24,136828,Commission,Annually,INR,Cost of Living Adjustment,368466
DE-2009-7685,745772,2024-01-26,147181,Commission,Annually,INR,Performance Bonus,697730
SO-2018-7677,1077014,2024-01-06,405555,Base,Annually,INR,Performance Bonus,276987
SY-2016-3683,564652,2023-12-23,74991,Base,Annually,INR,Performance Bonus,378970
HU-2021-4746,474323,2024-04-06,68949,Commission,Monthly,INR,Performance Bonus,249612
NE-2022-4495,1083457,2023-09-12,197283,Commission,Annually,INR,Promotion,876417
PR-2013-4987,1023394,2023-09-11,348645,Commission,Annually,INR,Performance Bonus,942455
CU-2015-7539,758344,2023-10-26,196421,Base,Annually,INR,Performance Bonus,156162
GE-2009-8818,1208278,2024-02-05,263174,Commission,Annually,INR,Performance Bonus,1157529
SO-2022-8352,167742,2024-02-23,60057,Base,Monthly,INR,Cost of Living Adjustment,25525
DA-2016-9976,1058562,2023-11-30,272964,Commission,Monthly,INR,Cost of Living Adjustment,534446
SO-2022-7700,1454670,2023-12-08,215450,Base,Annually,INR,Cost of Living Adjustment,826720
CL-2022-6540,818387,2023-10-05,261688,Base,Monthly,INR,Performance Bonus,66628
PR-2011-6556,1756928,2024-06-25,423062,Commission,Monthly,INR,Performance Bonus,1653517
SO-2014-3753,316780,2024-05-04,18136,Commission,Monthly,INR,Cost of Living Adjustment,178155
NE-2009-4490,476297,2024-02-20,148887,Commission,Annually,INR,Performance Bonus,419839
CY-2011-4283,1842205,2024-02-05,671674,Commission,Annually,INR,Cost of Living Adjustment,1836553
IT-2018-7777,707496,2024-01-08,220965,Base,Monthly,INR,Cost of Living Adjustment,21297
PR-2013-1111,1836654,2024-03-02,141401,Commission,Monthly,INR,Promotion,373736
IT-2016-7685,881332,2023-09-15,2783,Base,Annually,INR,Cost of Living Adjustment,779565
SY-2021-2049,1058577,2024-05-17,296662,Base,Monthly,INR,Cost of Living Adjustment,277004
NE-2021-4585,638022,2023-09-25,143311,Commission,Monthly,INR,Performance Bonus,343725
DA-2009-3150,1953001,2024-05-16,385879,Base,Monthly,INR,Cost of Living Adjustment,1422084
SO-2010-3901,276912,2024-07-12,109281,Commission,Annually,INR,Performance Bonus,224274
DE-2011-6637,1548448,2024-01-25,456235,Base,Monthly,INR,Performance Bonus,225546
IT-2022-5041,137019,2023-08-08,6195,Base,Annually,INR,Cost of Living Adjustment,54508
CY-2016-9487,740758,2023-09-26,11414,Commission,Monthly,INR,Cost of Living Adjustment,607848
SO-2023-4897,426638,2024-04-14,157030,Commission,Annually,INR,Promotion,159268
DA-2020-8995,871583,2024-06-15,149215,Commission,Annually,INR,Cost of Living Adjustment,244106
DE-2019-6239,390728,2024-02-17,37538,Commission,Annually,INR,Performance Bonus,80192
DA-2019-7779,301845,2024-05-22,65077,Base,Monthly,INR,Performance Bonus,54175
DE-2017-3082,1403064,2023-09-07,250004,Base,Monthly,INR,Performance Bonus,573899
MA-2021-6916,631107,2023-11-03,237561,Base,Monthly,INR,Performance Bonus,47187
DA-2010-9245,845147,2024-06-15,333683,Base,Monthly,INR,Cost of Living Adjustment,261855
FR-2023-8039,1312248,2023-08-13,494373,Commission,Annually,INR,Performance Bonus,27854
DE-2017-8883,1170733,2024-03-18,433769,Base,Annually,INR,Performance Bonus,257433
GE-2012-1779,901807,2024-05-05,357710,Base,Monthly,INR,Promotion,772924
CU-2017-8833,482850,2024-06-05,76000,Commission,Monthly,INR,Promotion,158851
CU-2020-8183,122773,2024-01-11,39141,Base,Annually,INR,Performance Bonus,112670
SY-2010-4371,1865002,2023-09-28,488846,Commission,Annually,INR,Cost of Living Adjustment,1044467
CU-2014-4823,1169028,2023-08-11,211239,Base,Annually,INR,Performance Bonus,251222
IT-2016-3743,642874,2024-05-26,139164,Base,Annually,INR,Cost of Living Adjustment,396134
PR-2011-5715,855661,2023-09-15,37022,Base,Monthly,INR,Performance Bonus,278195
CU-2023-5372,481951,2023-10-27,14540,Base,Annually,INR,Performance Bonus,463533
CL-2015-2310,784201,2023-11-10,155959,Base,Monthly,INR,Cost of Living Adjustment,62745
MA-2019-3821,28256,2023-12-25,4295,Base,Annually,INR,Promotion,23918
DA-2014-6475,185662,2024-06-16,20455,Base,Monthly,INR,Cost of Living Adjustment,114936
GE-2009-8866,1593654,2024-06-12,149623,Base,Monthly,INR,Performance Bonus,1456166
CU-2015-6303,1089363,2023-09-01,194477,Commission,Annually,INR,Cost of Living Adjustment,287328
IT-2020-5738,908917,2024-03-04,158025,Commission,Monthly,INR,Promotion,721135
FR-2014-1510,803251,2024-03-11,290023,Base,Monthly,INR,Performance Bonus,541220
IT-2021-3179,308948,2024-01-05,101404,Base,Annually,INR,Promotion,144881
IT-2017-6094,228430,2024-07-13,26002,Base,Annually,INR,Promotion,56022
NE-2015-2686,262944,2024-02-06,19898,Commission,Monthly,INR,Promotion,227654
SO-2013-7789,532387,2024-03-13,177814,Commission,Annually,INR,Performance Bonus,325065
DA-2021-1474,1065575,2024-04-22,87200,Commission,Monthly,INR,Performance Bonus,102500
PR-2018-6125,1556319,2023-08-08,269418,Commission,Monthly,INR,Promotion,469572
CY-2015-3335,710715,2023-10-18,184421,Commission,Annually,INR,Promotion,567843
PR-2022-1688,570033,2024-05-13,54420,Commission,Annually,INR,Promotion,60060
DE-2018-6278,894289,2024-04-09,284959,Commission,Monthly,INR,Cost of Living Adjustment,464366
NE-2014-6335,450519,2023-08-07,16232,Commission,Monthly,INR,Performance Bonus,320705
IT-2016-2072,1098987,2024-05-21,244782,Commission,Monthly,INR,Promotion,271207
NE-2023-7412,1283228,2024-06-16,506321,Base,Monthly,INR,Cost of Living Adjustment,34021
HU-2021-6514,1926847,2024-02-10,589046,Commission,Monthly,INR,Cost of Living Adjustment,968495
CU-2013-5748,456752,2023-10-05,163118,Base,Monthly,INR,Cost of Living Adjustment,95780
IT-2015-8782,1355605,2023-10-17,235540,Base,Annually,INR,Promotion,1332136
IT-2011-6167,1451449,2023-09-18,143051,Base,Annually,INR,Performance Bonus,795140
DA-2020-5382,459037,2023-10-10,170465,Base,Monthly,INR,Cost of Living Adjustment,43384
CL-2010-6005,1899260,2024-07-09,96067,Commission,Annually,INR,Performance Bonus,500870
CY-2010-2949,973868,2024-05-17,270052,Base,Monthly,INR,Promotion,137153
IT-2009-8126,1999375,2024-02-10,300273,Base,Annually,INR,Cost of Living Adjustment,585700
IT-2014-3611,1853623,2024-02-14,112191,Base,Monthly,INR,Promotion,1164218
NE-2009-2551,164270,2024-07-29,10134,Commission,Monthly,INR,Cost of Living Adjustment,80192
MA-2012-9028,355832,2024-03-11,47247,Base,Annually,INR,Promotion,181843
CL-2016-3502,227986,2024-04-11,48628,Commission,Monthly,INR,Promotion,201506
IT-2014-2708,1506515,2023-12-12,434398,Commission,Annually,INR,Cost of Living Adjustment,1355676
CU-2023-2897,165465,2023-11-09,34334,Commission,Annually,INR,Cost of Living Adjustment,48790
GE-2017-7958,693750,2024-05-30,11861,Base,Monthly,INR,Cost of Living Adjustment,414957
PR-2010-4067,1437894,2024-01-24,227224,Commission,Annually,INR,Promotion,84744
SO-2022-8380,132612,2023-12-08,36904,Base,Monthly,INR,Promotion,107041
IT-2017-4150,237952,2023-10-03,2770,Commission,Annually,INR,Cost of Living Adjustment,143880
SA-2020-2583,1520147,2023-10-27,450906,Base,Annually,INR,Cost of Living Adjustment,1099544
PR-2017-5131,1740359,2023-09-13,626230,Base,Monthly,INR,Performance Bonus,1632891
FR-2017-5746,431301,2024-03-14,55407,Commission,Monthly,INR,Promotion,400436
SO-2023-9878,814210,2023-11-05,112845,Commission,Monthly,INR,Promotion,58428
SO-2016-8986,1338701,2024-05-07,128204,Base,Annually,INR,Promotion,843612
IT-2021-2722,611293,2024-02-13,152397,Commission,Monthly,INR,Promotion,170239
CU-2015-2704,1766647,2023-10-31,419286,Base,Monthly,INR,Promotion,378273
CY-2014-9784,1264407,2024-04-20,483536,Base,Monthly,INR,Promotion,214274
IT-2016-2955,1100616,2023-09-26,359319,Commission,Annually,INR,Performance Bonus,493215
OP-2012-2989,1992651,2024-01-22,184692,Commission,Monthly,INR,Promotion,1826123
SA-2023-5619,382874,2024-04-24,43865,Commission,Annually,INR,Cost of Living Adjustment,183403
MA-2021-3385,801714,2023-12-25,314998,Base,Monthly,INR,Performance Bonus,320230
DA-2011-3929,330825,2024-01-26,103975,Commission,Monthly,INR,Promotion,203128
SO-2021-7306,1848850,2024-07-10,629688,Commission,Monthly,INR,Promotion,1760746
SY-2012-3939,102719,2023-10-18,13589,Commission,Annually,INR,Promotion,42420
FI-2016-7809,1404472,2023-08-11,425008,Base,Monthly,INR,Promotion,127804
IT-2017-6765,1721259,2024-02-13,554851,Commission,Annually,INR,Performance Bonus,400994
SY-2013-7978,1395482,2023-11-04,155861,Base,Annually,INR,Cost of Living Adjustment,1157302
SA-2009-4463,1911226,2023-11-02,317557,Base,Annually,INR,Cost of Living Adjustment,673363
IT-2011-8679,286010,2024-08-04,93943,Base,Annually,INR,Performance Bonus,38639
PR-2009-9885,341603,2024-04-11,110731,Base,Annually,INR,Promotion,145633
GE-2022-4284,1801162,2024-06-26,35885,Base,Monthly,INR,Performance Bonus,1503023
DA-2018-2682,908868,2024-02-07,117523,Commission,Monthly,INR,Cost of Living Adjustment,631189
DE-2022-6588,1830373,2024-03-13,52272,Base,Annually,INR,Promotion,1770813
DA-2021-6964,787243,2023-08-26,258948,Commission,Monthly,INR,Cost of Living Adjustment,615735
FR-2023-7792,1918300,2024-06-16,291474,Base,Annually,INR,Promotion,1330669
CY-2014-1762,1907453,2023-09-12,654855,Commission,Monthly,INR,Cost of Living Adjustment,1432121
CL-2012-4174,1646272,2023-08-11,246066,Commission,Monthly,INR,Performance Bonus,977587
FR-2020-2650,1957911,2024-01-04,476300,Commission,Monthly,INR,Performance Bonus,1007832
GE-2018-8392,154503,2024-06-23,49755,Commission,Annually,INR,Promotion,132724
NE-2015-1025,1029428,2024-01-13,409968,Commission,Annually,INR,Promotion,626094
SA-2021-4771,793561,2023-10-31,116314,Commission,Annually,INR,Cost of Living Adjustment,691704
HU-2009-2965,62772,2024-03-22,21984,Base,Annually,INR,Cost of Living Adjustment,27742
GE-2011-8115,497613,2023-09-25,81537,Commission,Monthly,INR,Cost of Living Adjustment,237727
SY-2013-1488,250206,2023-08-21,41795,Base,Annually,INR,Promotion,211235
SO-2022-4870,899330,2024-04-04,276148,Base,Monthly,INR,Cost of Living Adjustment,397220
NE-2018-8491,1765554,2024-01-29,97967,Commission,Annually,INR,Promotion,955356
SO-2010-5564,1435372,2023-12-06,34399,Commission,Monthly,INR,Cost of Living Adjustment,484182
SO-2012-2290,1050872,2023-12-13,344046,Base,Annually,INR,Cost of Living Adjustment,707350
CY-2011-7543,74289,2023-08-21,27694,Base,Monthly,INR,Cost of Living Adjustment,63406
GE-2014-5847,1014248,2024-03-20,136833,Base,Monthly,INR,Performance Bonus,368073
DE-2023-5557,665285,2024-02-08,90568,Commission,Monthly,INR,Cost of Living Adjustment,207188
CU-2009-7011,1698796,2024-02-29,546228,Base,Monthly,INR,Promotion,1022436
DA-2017-3636,393355,2023-12-07,93245,Base,Annually,INR,Performance Bonus,197235
PR-2009-8419,377445,2023-09-23,123146,Commission,Monthly,INR,Performance Bonus,349876
FR-2022-5433,1818631,2023-09-03,33653,Base,Monthly,INR,Promotion,385919
DA-2018-6506,1633099,2023-09-18,547686,Base,Annually,INR,Promotion,85085
FR-2011-3296,120145,2024-02-19,15650,Base,Monthly,INR,Promotion,44451
FR-2013-8003,1037022,2023-12-26,346612,Commission,Annually,INR,Performance Bonus,828472
IT-2011-9511,703046,2023-09-22,56136,Base,Monthly,INR,Performance Bonus,55555
HU-2023-1718,719804,2023-08-08,10581,Commission,Monthly,INR,Performance Bonus,715871
DA-2018-7542,1679431,2024-06-22,367105,Commission,Annually,INR,Cost of Living Adjustment,448988
SA-2010-8095,904297,2024-02-15,281504,Base,Annually,INR,Performance Bonus,629233
NE-2009-3267,279923,2024-02-26,61596,Base,Monthly,INR,Cost of Living Adjustment,208793
CL-2017-9853,480219,2024-02-22,188318,Base,Monthly,INR,Performance Bonus,459501
DA-2011-7902,501148,2023-10-04,32712,Base,Monthly,INR,Promotion,336863
CL-2009-1502,1241715,2023-11-11,198294,Commission,Annually,INR,Promotion,1061696
HU-2012-9105,1509253,2024-04-20,511721,Commission,Monthly,INR,Cost of Living Adjustment,601433
PR-2018-8847,1842385,2024-05-09,549871,Commission,Annually,INR,Cost of Living Adjustment,1807792
DA-2021-5964,1151859,2024-07-23,422620,Base,Annually,INR,Performance Bonus,80974
FR-2009-9163,1881283,2024-03-29,544196,Base,Monthly,INR,Promotion,214668
IT-2020-4255,771571,2024-07-23,3935,Commission,Monthly,INR,Promotion,680537
DA-2010-4956,944578,2024-01-06,213912,Base,Annually,INR,Cost of Living Adjustment,304789
SY-2023-2014,1163140,2024-06-08,249158,Commission,Monthly,INR,Cost of Living Adjustment,60807
CY-2022-3280,1680778,2023-12-25,152133,Base,Annually,INR,Promotion,620266
CY-2011-7606,1917594,2023-10-07,331872,Commission,Annually,INR,Performance Bonus,109099
CL-2015-4018,211663,2024-04-04,21503,Commission,Annually,INR,Performance Bonus,20084
SA-2012-7694,1713483,2023-08-29,352403,Base,Monthly,INR,Performance Bonus,735780
SO-2011-2280,1036890,2024-02-22,400542,Base,Monthly,INR,Cost of Living Adjustment,354122
IT-2019-6357,284244,2024-03-06,60522,Base,Monthly,INR,Performance Bonus,71706
IT-2015-4559,1378755,2023-12-11,529351,Commission,Monthly,INR,Promotion,733660
OP-2019-8321,948513,2024-06-20,193268,Commission,Annually,INR,Cost of Living Adjustment,946768
NE-2010-8202,699021,2023-08-08,48786,Commission,Annually,INR,Cost of Living Adjustment,656421
GE-2017-1726,663685,2024-06-14,65384,Base,Monthly,INR,Cost of Living Adjustment,439093
SA-2018-2245,704194,2023-12-22,208976,Base,Annually,INR,Promotion,41496
GE-2012-2219,1235147,2023-08-17,293423,Base,Annually,INR,Cost of Living Adjustment,299305
PR-2020-3143,906543,2023-10-14,90641,Base,Monthly,INR,Cost of Living Adjustment,904479
FR-2020-6904,1277062,2024-02-12,390801,Commission,Annually,INR,Cost of Living Adjustment,362389
SY-2018-9701,893926,2024-07-07,311522,Base,Monthly,INR,Cost of Living Adjustment,270855
SY-2016-9508,512103,2024-02-13,179865,Base,Monthly,INR,Performance Bonus,379727
PR-2015-7263,1675666,2023-11-22,98573,Commission,Annually,INR,Promotion,1106339
FI-2019-4113,428980,2023-10-24,164938,Base,Annually,INR,Cost of Living Adjustment,322300
IT-2009-5386,1111655,2023-12-09,305118,Commission,Monthly,INR,Cost of Living Adjustment,40143
IT-2010-4799,1395333,2023-08-17,16571,Base,Monthly,INR,Performance Bonus,1023650
PR-2016-9237,1770468,2024-04-03,214968,Base,Monthly,INR,Promotion,1692057
SO-2017-9968,537393,2024-04-07,164183,Base,Annually,INR,Performance Bonus,110063
CY-2015-8494,710258,2024-03-27,64006,Base,Monthly,INR,Performance Bonus,464696
OP-2023-9805,332812,2024-06-26,114111,Commission,Monthly,INR,Promotion,197664
OP-2011-4535,1640545,2024-03-09,393014,Commission,Monthly,INR,Performance Bonus,189792
DA-2022-1542,1243502,2023-12-09,16388,Commission,Monthly,INR,Promotion,331599
SY-2019-9366,1023508,2024-07-23,198766,Commission,Annually,INR,Performance Bonus,24880
SO-2017-4906,1634908,2024-01-31,28751,Base,Annually,INR,Cost of Living Adjustment,1624255
CY-2020-5034,1746480,2023-10-31,497422,Commission,Annually,INR,Promotion,1186910
GE-2017-7678,719175,2023-11-21,238575,Base,Monthly,INR,Promotion,658191
HU-2019-5414,1993848,2024-04-03,610400,Base,Annually,INR,Promotion,499160
FR-2012-1310,552828,2024-05-07,64610,Commission,Annually,INR,Cost of Living Adjustment,286212
CY-2019-3405,1644527,2024-02-05,154552,Base,Annually,INR,Cost of Living Adjustment,1256665
CU-2021-2213,1579362,2024-01-20,265533,Base,Annually,INR,Performance Bonus,476149
CU-2019-8807,1576029,2024-03-09,121539,Commission,Annually,INR,Promotion,1015611
IT-2011-1778,1090259,2024-06-14,148131,Base,Annually,INR,Performance Bonus,265565
DA-2015-4097,843971,2024-03-28,156703,Commission,Annually,INR,Performance Bonus,399446
PR-2010-2788,276633,2024-02-15,46790,Commission,Annually,INR,Promotion,61361
PR-2015-5010,709645,2023-09-22,121216,Base,Annually,INR,Promotion,77103
MA-2018-7000,732052,2024-01-31,123292,Base,Monthly,INR,Cost of Living Adjustment,277800
SA-2011-5074,1858387,2024-02-10,645854,Commission,Annually,INR,Performance Bonus,504859
SY-2023-8088,1899397,2023-12-07,337979,Commission,Annually,INR,Performance Bonus,358633
SA-2018-4752,163350,2024-04-23,36580,Base,Annually,INR,Promotion,125728
SA-2013-6383,1525686,2024-01-02,256752,Base,Annually,INR,Performance Bonus,559733
SA-2015-8819,756250,2024-01-10,183036,Base,Monthly,INR,Performance Bonus,30345
PR-2010-6106,1967249,2024-02-17,248310,Commission,Monthly,INR,Promotion,1315285
GE-2021-3467,284783,2023-10-03,32167,Base,Annually,INR,Performance Bonus,107456
CL-2020-1968,1942007,2024-05-13,190392,Commission,Monthly,INR,Promotion,495280
CU-2014-9569,290357,2024-01-07,74989,Base,Annually,INR,Performance Bonus,244765
DA-2016-8316,1036103,2024-05-21,115246,Base,Monthly,INR,Promotion,859912
CY-2015-3891,1869412,2024-02-17,279029,Commission,Annually,INR,Performance Bonus,295107
HU-2013-1334,728399,2024-02-23,100200,Base,Annually,INR,Cost of Living Adjustment,189095
SO-2012-3109,1495711,2023-12-17,503381,Base,Monthly,INR,Performance Bonus,1485388
GE-2020-6691,1093195,2024-04-16,35139,Commission,Monthly,INR,Cost of Living Adjustment,124284
SA-2012-8655,280348,2024-02-05,87704,Base,Annually,INR,Promotion,107073
FR-2012-4505,1029437,2023-11-11,276601,Base,Annually,INR,Promotion,405020
NE-2019-8000,1520305,2023-10-08,142113,Base,Annually,INR,Cost of Living Adjustment,236275
PR-2016-9131,33958,2024-07-17,2824,Commission,Annually,INR,Performance Bonus,25216
PR-2017-3958,373021,2023-11-23,52533,Base,Monthly,INR,Cost of Living Adjustment,273099
MA-2017-5314,832569,2024-07-13,241083,Base,Annually,INR,Cost of Living Adjustment,271608
CU-2014-3466,385216,2023-12-12,63545,Commission,Monthly,INR,Cost of Living Adjustment,80903
DA-2014-9384,205162,2024-01-26,70094,Commission,Annually,INR,Cost of Living Adjustment,195763
SY-2009-5372,647866,2024-01-20,69705,Base,Monthly,INR,Promotion,303692
SA-2022-3034,21960,2024-04-09,5123,Commission,Monthly,INR,Promotion,21918
SY-2011-8503,328607,2024-04-05,3819,Base,Annually,INR,Cost of Living Adjustment,292878
SA-2020-6369,733536,2024-05-20,224247,Base,Annually,INR,Cost of Living Adjustment,253352
MA-2019-2436,1709841,2024-01-13,252387,Base,Monthly,INR,Performance Bonus,1354926
IT-2018-7628,1626343,2024-04-05,441806,Base,Annually,INR,Promotion,1308404
SO-2023-7699,1697239,2023-09-28,109861,Commission,Monthly,INR,Performance Bonus,101717
IT-2019-6730,1920711,2024-02-24,188198,Commission,Monthly,INR,Promotion,144232
FI-2013-1092,1751772,2023-11-08,604761,Base,Monthly,INR,Cost of Living Adjustment,487107
NE-2022-7385,120075,2024-06-04,40427,Commission,Monthly,INR,Promotion,109120
OP-2011-3786,448296,2024-04-16,34369,Base,Annually,INR,Cost of Living Adjustment,103189
FR-2009-9184,1186056,2024-03-13,392098,Base,Monthly,INR,Performance Bonus,1124222
MA-2016-2282,663649,2023-12-02,110017,Base,Annually,INR,Promotion,135635
MA-2015-8259,945373,2024-01-26,215958,Base,Annually,INR,Promotion,40490
SO-2014-8745,1483361,2023-08-13,171973,Commission,Monthly,INR,Performance Bonus,173008
DE-2017-9336,247829,2023-12-02,7142,Base,Monthly,INR,Promotion,47786
SO-2018-7632,1850653,2024-07-20,305998,Commission,Annually,INR,Performance Bonus,820074
OP-2019-7099,1196458,2023-09-26,19454,Commission,Annually,INR,Performance Bonus,484235
CY-2022-3533,950635,2024-05-02,247642,Base,Annually,INR,Performance Bonus,320193
DA-2015-3135,1202793,2024-01-21,132190,Base,Annually,INR,Promotion,635325
DA-2014-6643,1472148,2023-09-12,256534,Commission,Annually,INR,Cost of Living Adjustment,981305
CY-2015-5078,1441425,2023-10-28,13292,Commission,Annually,INR,Promotion,1280115
DA-2018-4806,1645652,2023-12-24,117112,Base,Monthly,INR,Promotion,176856
CY-2012-1097,383885,2023-09-08,88646,Commission,Annually,INR,Promotion,334434
HU-2012-8390,1792940,2024-04-22,504656,Base,Annually,INR,Promotion,618174
CL-2010-5277,940327,2023-12-25,60686,Commission,Monthly,INR,Performance Bonus,333875
CY-2012-6338,1492794,2023-09-04,424801,Base,Monthly,INR,Promotion,575838
IT-2017-8804,1478519,2023-09-17,513974,Base,Monthly,INR,Promotion,594101
PR-2013-2425,634105,2024-04-13,204253,Commission,Monthly,INR,Promotion,378666
IT-2013-7509,1145638,2024-06-20,316656,Base,Monthly,INR,Cost of Living Adjustment,713426
IT-2013-5810,503728,2024-03-23,45162,Commission,Monthly,INR,Cost of Living Adjustment,315537
CL-2011-1717,273269,2024-04-16,15419,Base,Monthly,INR,Performance Bonus,240642
FI-2014-2343,1113529,2023-10-25,346003,Base,Annually,INR,Cost of Living Adjustment,976581
CY-2011-3269,1451977,2024-06-01,400054,Commission,Annually,INR,Promotion,1270949
PR-2018-3808,1223277,2023-12-28,281939,Base,Monthly,INR,Performance Bonus,765375
NE-2009-4383,1746959,2024-01-17,320076,Base,Annually,INR,Performance Bonus,94352
DA-2009-2069,1718071,2023-08-14,19295,Commission,Annually,INR,Performance Bonus,151842
CY-2011-2548,1846895,2023-11-27,125086,Commission,Annually,INR,Promotion,584252
IT-2020-4435,998322,2023-08-25,360766,Base,Monthly,INR,Cost of Living Adjustment,179538
PR-2018-1633,1656928,2023-11-04,652416,Commission,Monthly,INR,Performance Bonus,767663
DE-2012-9524,735015,2024-07-14,176382,Commission,Monthly,INR,Promotion,208605
FI-2019-6764,207543,2024-01-12,81898,Base,Monthly,INR,Cost of Living Adjustment,185909
CY-2009-6248,1904794,2024-02-29,230071,Commission,Monthly,INR,Promotion,668660
PR-2017-5737,1143170,2024-05-10,104024,Commission,Annually,INR,Promotion,738277
FR-2011-7984,1773098,2024-07-28,171169,Base,Annually,INR,Promotion,992930
NE-2018-7460,1374849,2024-05-25,257577,Base,Annually,INR,Performance Bonus,753519
DA-2010-2299,184972,2023-09-30,70808,Commission,Annually,INR,Promotion,60220
CU-2016-6174,1016885,2023-10-18,61569,Commission,Annually,INR,Promotion,956630
MA-2016-9928,169846,2023-12-24,31663,Base,Monthly,INR,Performance Bonus,133491
SA-2009-1120,1359490,2023-12-22,541066,Base,Annually,INR,Cost of Living Adjustment,812858
GE-2018-4786,978430,2023-11-10,128304,Base,Monthly,INR,Cost of Living Adjustment,119857
GE-2020-6467,291148,2024-06-12,111344,Commission,Annually,INR,Promotion,27195
CU-2023-3193,293482,2024-06-20,90673,Commission,Annually,INR,Promotion,158553
CU-2019-7316,643913,2023-09-29,24862,Base,Monthly,INR,Performance Bonus,76535
SA-2023-7747,1223726,2024-01-04,128663,Commission,Annually,INR,Performance Bonus,508104
IT-2016-7557,499290,2024-03-18,10270,Base,Monthly,INR,Performance Bonus,343780
FR-2015-8443,1277721,2023-09-10,20078,Base,Annually,INR,Promotion,1264698
